pos COMBINED_rate Genetic_Map
1 4.30110167133199 0
244356 23.330519345254412 1.051
335567 25.81294518426758 3.179
400147 4.913993661726719 4.846
618503 2158.3710407239832 5.919
618945 9.09618636581611 6.873
817050 5.890279649361654 8.675
1104982 27.481262775380408 10.371
1135803 335.70863024544764 11.218
1138329 221.86966072736124 12.066
1142426 75.26080476900154 12.975
1154504 634.097706879362 13.884
1158516 8.372414474008975 16.428
1259801 6.253276140835292 17.276
1530699 34.17085427135684 18.97
1555574 33.10124858998791 19.82
1581283 43.262846051690744 20.671
1600861 4.463862715165547 21.518
1790831 8.111783634692014 22.366
1895247 1770.761245674741 23.213
1896403 4934.1563786008155 25.26
1896646 9.418822149173769 26.459
1986997 69.7889290407359 27.31
2035701 1272.5225225225254 30.709
2037033 8.574070723518831 32.404
2136519 10.47114036691658 33.257
2218554 279.9868550772277 34.116
2221597 401.62616999149077 34.968
2232174 955.9819413092565 39.216
2233060 506.5710872162479 40.063
2234734 784.2592592592605 40.911
2235814 1442.1768707482975 41.758
2236402 1478.1849912739988 42.606
2236975 1933.8654503990856 43.453
2237852 559.5413113790058 45.149
2241253 656.6651397159866 47.052
2245619 34.75433605377916 49.919
2336658 10.269995067856748 53.083
2588070 20.24586908533375 55.665
2696339 28.49349451900422 57.857
2774427 10.449473864108018 60.082
3061140 1306.263498920087 63.078
3063455 114.24075531077877 66.102
3088875 1381.1693242217182 69.006
3090192 87.17743013771909 70.825
3105150 286.5324219471646 72.129
3110563 2550.4587155963304 73.68
3112961 198.2070731947592 79.796
3123112 48.74280095519032 81.808
3158707 182.00095739588284 83.543
3169152 93.02325581395378 85.444
3183815 33.277963906641375 86.808
3254853 91.49388317730191 89.172
3272264 3340.1797175866545 90.765
3273043 171.4472822527829 93.367
3288313 3.8523270505628746 95.985
4096396 114.42333908933931 99.098
4107399 21.853859809048636 100.357
4149085 17.206727214121816 101.268
4254567 31.38827842437743 103.083
4356038 73.82356341773621 106.268
4407932 15.481222586992363 110.099
4596483 223.04364923318903 113.018
4609198 7.212005754053092 115.854
4969292 1340.1015228426422 118.451
4971065 19.850439694460523 120.827
5095697 40.04418668876012 123.301
