pos COMBINED_rate Genetic_Map
1 3.7546072688038117 0
276194 1460.4810996563576 1.037
276776 3.3846811836797905 1.887
547998 85.12810991459338 2.805
558770 508.3932853717028 3.722
560438 26.593909743782728 4.57
592325 554.9019607843139 5.418
593855 6.259318856198053 6.267
729333 104.15784058585002 7.115
745856 60.123599036346484 8.836
774497 3.3922849519359657 10.558
1024476 280.64943671305485 11.406
1027494 584.0220385674936 12.253
1028946 24.189059980306233 13.101
1099019 36.687721727091834 14.796
1122133 13.818193683111453 15.644
1183429 216.9136433316301 16.491
1187343 122.1549985594928 17.34
1194285 181.68168168168197 18.188
1198947 67.90808240887475 19.035
1224187 156.37934137124344 20.749
1229744 19.910624458950487 21.618
1272485 65.77220358757455 22.469
1286199 548.6026731470245 23.371
1287845 2.4809018212142373 24.274
1623610 400.14164305949015 25.107
1627846 151.4071962949771 26.802
1633460 62.887969258054916 27.652
1646992 3.3748784724989296 28.503
1897964 61.46787663004935 29.35
1967057 1535.8711566617853 33.597
1967740 706.819313091091 34.646
1969749 94.66561555643118 36.066
1984971 4.620676866719409 37.507
2249218 413.23591400871084 38.728
2256335 444.2135881986298 41.669
2261148 27.61618334687058 43.807
2306701 325.7416841474388 45.065
2310038 317.6646706586826 46.152
2313378 276.6754024709849 47.213
2318720 45.37507732859942 48.691
2355899 383.647798742138 50.378
2360828 52.13941229250787 52.269
2432156 55.9122085048012 55.988
2468606 19.887206886316417 58.026
2610104 329.2381451794139 60.84
2623453 120.6130926801316 65.235
2644396 66.3728286232824 67.761
2671395 40.532136386988874 69.553
2708378 45.216687386163024 71.052
2742967 28.549251244769987 72.616
2795788 138.60369609856266 74.124
2809424 21.776056887838614 76.014
2904207 31.27459826828187 78.078
3008381 362.8349178910983 81.336
3014166 183.93109081458408 83.435
3027633 405.8457115476733 85.912
3029720 2115.4684095860644 86.759
3030179 13.416135323162873 87.73
3102480 8.46151551609278 88.7
3203053 354.85164394547115 89.551
3205547 23.616135417377514 90.436
3278802 67.51693901953037 92.166
3291347 45.62573980415361 93.013
3309933 436.370935367318 93.861
3312424 70.84954604409876 94.948
3337096 43.229480370147506 96.696
3373622 29.641022055996327 98.275
3402231 2043.195063421321 99.123
3405148 192.19423644202595 105.083
3409555 506.87387925881586 105.93
3411228 327.8529980657627 106.778
3416398 1227.2069464544124 108.473
3417089 844.2010950721742 109.321
3419098 1075.4562789430695 111.017
3422769 5163.218390804586 114.965
3423204 16.649977420431544 117.211
3474135 256.44055778775896 118.059
3478366 32.74358198277516 119.144
3514709 7.659961359245336 120.334
3646694 22.784549709406875 121.345
3685580 18.29794579665111 122.231
3731924 6.310733832235033 123.079
4000514 42.1234065770546 124.774
4081158 143.64266982488854 128.171
4104800 3143.518518518502 131.567
4105880 660.303856642003 134.962
4108447 372.747252747246 136.657
4110722 2007.8926598263704 137.505
4111989 795.497185741074 140.049
4113055 72.99836249245958 140.897
4124658 4128.316449589963 141.744
4126731 304.23850574712947 150.302
4129515 83.24334936684139 151.149
4139702 1825.4310344827154 151.997
4140166 127.02216896345314 152.844
4146842 346.8137254901918 153.692
4149290 172.68286063237997 154.541
4164028 506.5710872162479 157.086
4167376 25.714502312182518 158.782
4233331 7.899866625628212 160.478
4340548 48.668503213958516 161.325
4357972 304.89560835133494 162.173
4360750 3286.8217054262973 163.02
4361008 529.1504719600239 163.868
4362809 11.287323376484975 164.821
4447240 187.05830388692766 165.774
4451768 1647.5826972010018 166.621
4452554 45.43798070468189 167.916
4504691 442.10977701543993 170.285
4507023 668.5878962536003 171.316
4508411 96.17682198327441 172.244
4518455 236.29577793328792 173.21
4522742 332.041728763033 174.223
4526097 274.78970175885877 175.337
4530020 154.5893719806771 176.415
4535609 102.22061308230852 177.279
4543895 91.3689195006446 178.126
4553187 219.5279663756877 178.975
4568652 18.267594407703083 182.37
4615073 0.46669464622722306 183.218
6423536 24.89724016441529 184.062
6457596 1750.0000000000173 184.91
6458080 461.12017400761226 185.757
6461758 1490.3339191564212 187.453
6463465 3209.4339622641382 189.997
6465055 1215.9253945480582 195.1
6466449 202.96792723791603 196.795
6470627 75.6587883727251 197.643
6485351 56.08472886076821 198.757
6514432 135.63179634156694 200.388
6526295 509.75292587775795 201.997
6529371 47.75657856351014 203.565
6563649 17.708776669565847 205.202
6671731 7.2236639095317265 207.116
6897932 71.23354165402625 208.75
6914413 97.73653236758678 209.924
