pos COMBINED_rate Genetic_Map
1 4.660467528618531 0
269930 21.77241301510048 1.258
331981 219.16855105235697 2.609
337730 832.2295805739514 3.869
339089 603.5218783351122 5
340963 910.7526881720424 6.131
341893 179.32816537467707 6.978
347698 66.00174041100473 8.019
377576 13.529330329612256 9.991
457033 191.13848599244977 11.066
462066 62.061296823962664 12.028
476455 33.89381201242147 12.921
502861 77.91371538956854 13.816
513732 426.5356265356267 14.663
515767 3395.3488372093 15.531
516025 112.2609379093528 16.407
523659 717.4280879864627 17.264
524841 61.45697286315493 18.112
538623 2780.3278688524615 18.959
539233 593.0720783764872 20.655
542091 7.350328077733178 22.35
772829 463.1348989623151 24.046
774660 367.4398439193584 24.894
779273 133.9403189305827 26.589
798274 75.58605936357955 29.134
809493 20.665677955799797 29.982
850624 7.739656177156157 30.832
960448 8.364568948510579 31.682
1061828 80.53627460302347 32.53
1082862 1837.3101952277686 34.224
1083323 250.07372456502475 35.071
1086714 15.501556359177792 35.919
1360751 656.6358024691351 40.167
1362047 687.7175534559934 41.018
1364058 1972.0789074355077 42.401
1367353 244.12166534838542 48.899
1381260 1555.0983081847294 52.294
1383447 61.41048824593104 55.695
1397272 54.865424430642214 56.544
1412728 54.402980281327906 57.392
1428297 489.75468975469056 58.239
1431762 234.12479293208142 59.936
1435384 416.70761670761624 60.784
1437419 73.9673390970222 61.632
1448870 42.23785972715507 62.479
1509124 334.9149861605355 65.024
1511653 71.98619442846616 65.871
1523822 537.1707731520808 66.747
1528530 98.28465461288816 69.276
1537158 5401.273885350312 70.124
1537315 575.6958587915811 70.972
1538788 119.98185529598628 71.82
1556424 55.94351633936451 73.936
1582343 44.37903749856662 75.386
1608504 235.0993377483451 76.547
1616054 186.39085465432805 78.322
1625239 130.27927859371349 80.034
1638380 372.0555961960507 81.746
1645215 310.06746237674963 84.289
1649069 539.7166165736389 85.484
1651398 312.1763821613495 86.741
1663372 236.20129870129995 90.479
1667068 220.26209677419234 91.352
1671036 45.12416717141154 92.226
1694150 290.69767441860466 93.269
1699310 212.07952982368363 94.769
1707307 6.280516616790004 96.465
1859683 7.690534954949607 97.422
2666779 69.30999425363558 103.629
2689402 17.51675875299073 105.197
2828583 659.283565764288 107.635
2832240 4802.588996763737 110.046
2832549 2127.7860326894534 111.53
2833222 456.3164108618631 112.962
2836610 97.70268465339976 114.508
2851584 106.32688927943705 115.971
2862964 481.8334264952538 117.181
2864753 3063.3333333333235 118.043
2865953 967.6113360323906 121.719
2875092 7.272071638920436 130.562
2991565 10.726844941432425 131.409
3149673 814.423076923085 133.105
3150713 683.8709677419461 133.952
3151953 247.9508196721253 134.8
3155369 1580.2675585284642 135.647
3155967 1136.6822429906365 136.592
3156823 80.21487753801331 137.565
3167806 373.58991373589754 138.446
3172327 757.6477576477624 140.135
3175694 114.48127768084555 142.686
3183145 420.74074074074264 143.539
3187195 242.86114221724716 145.243
3194339 729.645742697314 146.978
3195948 504.49438202247774 148.152
3199508 3381.294964028769 149.948
3199925 298.5577571101231 151.358
3207344 323.8495321749089 153.573
3212581 276.075619295961 155.269
3215649 200.28341993386508 156.116
3219883 72.59713701431455 156.964
3236509 1155.2287581699397 158.171
3238345 2867.2985781990037 160.292
3238556 53.98083240204621 160.897
3268085 5.1659092857755216 162.491
3361389 6697.278911564606 162.973
3361683 47.18590108015929 164.942
3389827 28.574300721268642 166.27
3429618 6.120833983817745 167.407
