pos COMBINED_rate Genetic_Map
1 17.822078032954835 0
93704 16.342577424887736 1.67
145593 16.26656424044556 2.518
197663 460.3691639522258 3.365
199505 18.551778517609943 4.213
245161 72.4352951225763 5.06
256868 228.3056122619725 5.908
286749 245.0810185185184 12.73
290205 105.43667578999752 13.577
306281 153.91593589355912 15.272
322816 10.536922770700652 17.817
403200 77.43770111501908 18.664
470015 150.27678280690301 23.838
476157 42.79544562230074 24.761
496533 18.351698998617366 25.633
544267 1079.4532251174714 26.509
546608 73.37780473013929 29.036
558151 870.6365503080108 29.883
559125 950.8065804184629 30.731
565386 1276.7295597484285 36.684
566181 34.50534298517757 37.699
624201 4.645848772709923 39.701
980433 615.8129175946557 41.356
982229 81.24253285543587 42.462
1003154 1128.2051282051323 44.162
1004012 242.05967276227148 45.13
1008168 311.2745098039201 46.136
1011024 101.63021048287241 47.025
1020716 249.80851296640787 48.01
1029855 3.771433583300447 50.293
1235082 18232.39436619717 51.067
1235224 320.3626747261046 53.656
1237871 230.97900190891775 54.504
1241538 376.55279503105623 55.351
1250554 1194.3661971830973 58.746
1251974 436.1084220716359 60.442
1256106 14.784381934864708 62.244
1322798 266.98593235558303 63.23
1326139 10.340610507707014 64.122
1408726 16.421713477431116 64.976
1511943 413.05406721870384 66.671
1513996 39.65469485735365 67.519
1535658 1242.7745664739875 68.378
1536350 481.56551332955405 69.238
1538113 28.807793587468773 70.087
1715079 297.64416315049186 75.185
1720767 14.764002298170151 76.878
1835641 201.37734504868178 78.574
1839852 173.37693303358552 79.422
1854531 317.68054073283554 81.967
1857342 7.0417390457327445 82.86
2103730 5.2590125707765045 84.595
2264977 525.4342431761839 85.443
2266589 180.44526375496224 86.29
2280693 38.5547644296319 88.835
2346703 135.06617764312045 91.38
2352974 78.63136909453372 92.227
2374543 893.4599156118082 93.923
2375491 56.78698185227341 94.77
2390424 70.20590424212385 95.618
2402517 241.25177809388308 96.467
2406032 108.06677711227208 97.315
2413879 133.01999403163242 98.163
2427283 1028.9760348583877 99.946
2431873 15.481049247058133 104.669
2524244 712.2483221476422 106.099
2525436 156.30712979890384 106.948
2530906 880.5355303810546 107.803
2531877 87.08685626441219 108.658
2557897 19.319675955380173 110.924
2699359 11.722185715007848 113.657
2897189 65.97136813105692 115.976
2917516 396.1417676087976 117.317
2919745 230.17262947210452 118.2
2927739 110.71896168953111 120.04
2945306 20.756208144420047 121.985
2993388 32.51907811481378 122.983
3019465 8.322470158218952 123.831
3215080 15.81580108871586 125.459
3228674 4786.096256684471 125.674
3228861 14.3485342019544 126.569
3290261 255.68876926841244 127.45
3294348 4.58058530563764 128.495
3551957 28.17302895693229 129.675
3594054 33.863549813985 130.861
3628191 3.817955761592307 132.017
3900850 64.95070369534128 133.058
3914137 108.6696204047418 133.921
3930839 80.32719836400813 135.736
3943064 1281.481481481495 136.718
3943739 711.5505996212928 137.583
3948492 59.656289618256686 140.965
3962690 119.8925491304941 141.812
3969763 298.15016322089326 142.66
3976196 30.804253234590334 144.578
4010899 57.67530435965539 145.647
4025602 619.4302410518619 146.495
4028340 1004.7449584816231 148.191
4029183 621.7311233885777 149.038
4031898 96.45198210383856 150.726
4041509 20.10986273090775 151.653
4125796 279.0391576176323 153.348
4128835 268.57548509228593 154.196
4141513 376.38136511375836 157.601
4146128 17.83755231400622 159.338
4195350 63.64996260284212 160.216
4208720 141.99348938149075 161.067
4215171 19.64816996465743 161.983
4265252 5.311887776375113 162.967
4440331 1194.9458483754452 163.897
