pos COMBINED_rate Genetic_Map
1 4.661293116961332 0
363633 3789.0624999999995 1.695
364529 12698.884758364313 5.09
364798 910.7142857142848 8.506
365750 135.59322033898317 9.373
372004 60.795291415446414 10.221
385936 42.48002177193895 11.068
426355 578.8957856909507 12.785
429416 71.81174451040694 14.557
443397 148.7396273680913 15.561
456171 7.054963084495499 17.461
590261 151.48413510747213 18.407
596123 135.98593799936066 19.295
602381 33.40932316641765 20.146
627823 4.145543784861934 20.996
832380 49.49049607287805 21.844
866629 193.38654503990855 23.539
871014 30.451980948451386 24.387
982501 14.405354443066557 27.782
1041368 172.35772357723627 28.63
1046288 13.344033737745661 29.478
1109837 22.187917004631178 30.326
1148056 63.13281715306722 31.174
1161488 17.10592749671819 32.022
1211003 112.60124817421311 32.869
1226065 9.86831284744691 34.565
1317266 210.94439541041393 35.465
1321798 47.46313083479902 36.421
1358753 79.72237854061166 38.175
1369415 317.91011733451404 39.025
1373932 702.0000000000002 40.461
1377432 38.15053866641081 42.918
1419109 11.706658598459285 44.508
1548010 78.11123509719846 46.017
1565037 79.932451449479 47.347
1579249 104.67128027681677 48.483
1587341 56.22357293868916 49.33
1602477 582.5908156271429 50.181
1603936 93.85815297487952 51.031
1664325 146.21950168117985 56.699
1675924 7.211199349415384 58.395
1916938 119.39404313591201 60.133
1928622 209.7032166340856 61.528
1934249 516.3614530171117 62.708
1937580 325.0000000000007 64.428
1942060 1079.9748110831256 65.884
1943648 1175.0339213025777 67.599
1944385 335.40372670807164 68.465
1947122 151.89663740268372 69.383
1953159 109.9143524526354 70.3
1960865 153.8819875776397 71.147
1973745 70.77458855249066 73.129
1991548 12.646643732910002 74.389
2082244 13.994063124734973 75.536
2164779 28.138117235124053 76.691
2259597 76.50078425780747 79.359
2273623 449.25792218211177 80.432
2276116 330.9161655465149 81.552
2281770 257.14285714285677 83.423
2294405 668.5729847494549 86.672
2298077 5741.49659863948 89.127
2298518 4.51962767034944 91.659
2900780 96.97793118642842 94.381
2928013 75.70018472561692 97.022
2981606 57.45285572498446 101.079
3025938 1504.6296296296264 103.626
3026802 15.136479018897075 104.926
3122531 59.54985033387067 106.375
3157275 558.4458347053006 108.444
3160312 12.289611143354529 110.14
3229232 161.77031667302535 110.987
3234474 1101.4304291287494 111.835
3235243 256.5809379727682 112.682
3238548 139.8878258000658 113.53
3244610 190.5511811023609 114.378
3249055 294.44444444444406 115.225
3251935 227.61394101876775 116.073
3255665 22.824126824629214 116.922
3367126 3258.44930417497 119.466
3367629 49.676362785619624 121.105
3393275 24.335320276279713 122.379
3446120 961.1712285168625 123.665
3447691 26.332851229365172 125.175
3507844 43.02992240837928 126.759
3557205 1385.620915032655 128.883
3557817 1254.0620384047534 129.731
3558494 64.10934078380953 130.58
3571737 141.59292035397976 131.429
3577726 326.15384615385125 132.277
3580326 33.88813315195681 133.125
3605320 16.373926262385858 133.972
3659919 1205.0209205020783 134.866
3661353 218.43687374751275 136.594
3661852 84.55190386564402 136.703
3682573 1329.3413173652348 138.455
3683241 220.6537890044625 139.343
3687279 1375.2825923134803 140.234
3688606 104.70933241331711 142.059
3705997 18.165459920312177 143.88
3752679 82.94045748210134 144.728
3764133 18.57966201035447 145.678
3815318 60.496044636373995 146.629
3867652 28.544168964751428 149.795
3944165 2073.3613950691392 151.979
3945828 450.1264400112402 155.427
3952946 32.50203569013332 158.631
4025403 7465.517241379325 160.986
4025809 2717.9487179487605 164.017
4026121 1317.3455978975003 164.865
4027643 41.65638529352384 166.87
4072222 802.1356783919515 168.727
4073814 48.3701826444114 170.004
4096700 1148.3979763912314 171.111
4099665 2662.480376766088 174.516
4100302 236.0300250208557 176.212
4103899 214.57796635853867 177.061
4123696 375.05528527200937 181.309
4125957 3078.5340314135806 182.157
4126339 65.41820200898452 183.333
4146150 64.57046603032049 184.629
4188894 1389.6848137535742 187.389
4191337 65.41045640590072 190.784
4204286 620.020087043858 191.631
4210260 1063.9625585023214 195.335
4210901 46.766987017366255 196.017
4258349 1253.382533825345 198.236
4259975 5.560741758623451 200.274
5771464 532.4999999999965 208.679
5773864 1084.4583987441154 209.957
5777049 104.0508339952345 213.411
5787121 80.93739069604833 214.459
5801416 34.53997910392709 215.616
5833958 13.507086464377048 216.74
5844471 3962.5000000000023 216.882
5845111 464.7501711156717 219.418
5852416 1280.966767371621 222.813
5853078 10.746964742858758 223.661
