pos COMBINED_rate Genetic_Map
1 12.946815268233527 0
86585 93.60150292850038 1.121
95634 9.705293276108724 1.968
183009 163.29284750337382 2.816
188196 8.405277086699247 3.663
289085 45.91947063402819 4.511
381573 3514.4628099173565 8.758
382057 746.7134092900967 10.459
383198 200.11008020128952 11.311
395916 421.21212121212125 13.856
403836 244.12296564195296 17.192
408813 116.66478618977781 18.407
426539 860.3042876901796 20.475
430154 133.24952859836566 23.585
436518 640.7278358497875 24.433
439101 54.60191981931105 26.088
456811 100.78933520435015 27.055
485316 2678.8908765652964 29.928
486434 9.813074417543184 32.923
534635 249.8312710911132 33.396
543525 10.037541987749462 35.617
695355 79.96308778687218 37.141
720279 213.2963988919671 39.134
724250 62.9453681710213 39.981
737722 51.44113336590119 40.829
758192 5.241927720122449 41.882
965940 11.98603366512069 42.971
1100263 6.737402195835912 44.581
1355109 38.70389818990549 46.298
1387483 121.59965319171994 47.551
1396710 2.9613023554550835 48.673
1720554 11.430154487973422 49.632
2027374 234.65723913163552 53.139
2045477 111.2688782754617 57.387
2053224 391.341256366722 58.249
2055580 466.54749744637337 59.171
2059496 36.58757471472569 60.998
2076059 11.475590493332826 61.604
2212174 112.87226398704522 63.166
2305421 20.174428171795277 73.691
2366191 26.114619438772955 74.917
2408313 416.0766347355308 76.017
2410714 16.151219433250642 77.016
2472505 78.91104294478609 78.014
2485545 86.46581905288352 79.043
2507253 70.13136171129165 80.92
2521184 3.7043784538774482 81.897
2784656 77.95253863134626 82.873
2806400 39.42004817491195 84.568
2827988 22.152804893921623 85.419
2866403 53.67213738039467 86.27
2882184 736.1803598525906 87.117
2886797 4091.787439613499 90.513
2887004 120.3007518796991 91.36
2894053 411.1427409516046 92.208
2896512 53.1785139288678 93.219
2917009 78.88370995338977 94.309
2950907 1108.4967320261424 96.983
2952437 127.25360576922989 98.679
2959093 163.58024691358005 99.526
2964277 98.08917197452327 100.374
2972912 278.6723627998682 101.221
2975955 359.35511243105395 102.069
2978312 606.1472480343094 102.916
2979711 781.9687212511578 103.764
2980798 5599.118942731281 104.614
2981252 1769.3110647181556 107.156
2982210 94.57952264108843 108.851
2991176 115.3233513857915 109.699
3000593 31.412854661262536 110.785
3035133 508.54572713643114 111.87
3038468 677.5999999999954 113.566
3039718 43.76635291719041 114.413
3069147 1.5177177679738498 115.701
4108866 26.35286210952143 117.279
4186239 93.56062751316765 119.318
4203896 23.122221202145724 120.97
4280143 105.0526945212644 122.733
4306901 38.21196827685648 125.544
4329093 122.89611143354736 126.392
4335985 30.531053105309983 127.239
4363760 241.1731207289318 128.087
4367272 16.97765676303382 128.934
4417220 204.4058462190221 129.782
4421941 297.5053895903849 130.747
4425188 413.7762579384506 131.713
4427235 2663.5294117646954 132.56
4428510 639.5939086294453 135.956
4429889 513.8940348277141 136.838
4432588 75.91190640055119 138.225
4461648 409.26640926640187 140.431
4463720 3738.0952380952385 141.279
4464056 29.562632832100135 142.535
4526635 24.064621755669997 144.385
4609703 3.8154065451090404 146.384
5030628 53.95775006362845 147.99
5046344 2347.7859778597935 148.838
5047428 1040.0490396403707 151.383
5049875 3119.266055045903 153.928
5050202 67.73701320241402 154.948
5065275 50.032450292053404 155.969
5082224 4952.258064516121 156.817
5083774 248.02342606149585 164.493
5087189 428.87430590610705 165.34
5097094 268.5478757133825 169.588
5100248 743.8596491227936 170.435
5101388 54.72283240728831 171.283
5116866 84.5716565273774 172.13
5126893 188.3081896551719 172.978
5134317 3.2320560777912806 174.376
5566859 1938.808373590972 175.774
5568101 84.61332977160478 178.182
5598049 30.99865472135554 180.716
5667923 16.629521686953357 182.882
5755418 187.15018656716632 184.337
5763994 16.424634153165904 185.942
5906950 92.47546346783132 188.29
5916120 226.7728018472382 189.138
5932577 908.5461999369285 192.87
5935748 149.59234314072918 195.751
5947032 245.15195369030636 197.439
5950487 417.01499877059206 198.286
5954554 17.432060189943947 199.982
6003200 383.71040723981855 200.83
6007620 1623.563218390798 202.526
6008664 100.14120969639905 204.221
6017162 291.0830201571588 205.072
6020089 40.34558306808314 205.924
6044280 1.047523058886244 206.9
7053327 9.504693311293545 207.957
7154961 11.479350673905333 208.923
7229007 83.87223202037963 209.773
7239213 230.21686054861536 210.629
7246176 91.7641660931403 212.232
7263612 1706.6988533494284 213.832
7265269 33.677564682180716 216.66
7328308 8.513450175570732 218.783
7588602 46.997638189755925 220.999
7630519 66.60698299015269 222.969
7658444 33.93821160088126 224.829
7717905 776.5734265734278 226.847
7720765 257.0175438596464 229.068
7724185 204.6035805626588 229.947
7728486 60.47470153496298 230.827
7742558 88.4127314333258 231.678
7761786 934.065934065959 233.378
7762696 965.8314350797093 234.228
7763574 803.3311979500352 235.076
7766696 351.7095149748206 237.584
7774242 250.78219013237103 240.238
7778397 2717.9487179487146 241.28
7779021 480.24830699774213 242.976
7780793 12347.826086956578 243.827
7780862 356.00335852224384 244.679
7783244 295.1999999999998 245.527
7786994 1199.250468457224 246.634
7788595 1565.4545454545273 248.554
7789145 29.385807661546103 249.415
7861663 138.87971827885997 251.546
7879837 228.1155670547675 254.07
7886794 14.115145691305306 255.657
8151120 15.04845950789044 259.388
8254918 50.3727950536463 260.95
8276914 675.1373626373655 262.058
8278370 78.79458114459665 263.041
8289221 10.521299215484884 263.896
8371055 3.537837604625034 264.757
8614424 76.45695954375371 265.618
8625646 19.34121813352649 266.476
8669697 13.638027339709858 267.328
8732536 65.78490726101946 268.185
8758469 9.3921614125807 269.891
8848970 209.5996325499502 270.741
8862033 87.27066657221987 273.479
8876150 15.316550671392319 274.711
8953452 164.73771231023653 275.895
