pos COMBINED_rate Genetic_Map
1 1.528528322836718 0
554782 534.3631778058009 0.848
557954 876.9389865563597 2.543
558921 73.35710646968923 3.391
570699 467.01484332050575 4.255
574337 19.85808959557876 5.954
617040 6.269105227708412 6.802
752147 966.3677130044839 7.649
753931 100.26415527736317 9.373
762638 204.83091787439588 10.246
766778 310.6839517210551 11.094
771252 19.08255368256192 12.484
844041 220.9393176491015 13.873
855560 1908.4821428571438 16.418
856008 3335.9477124183004 17.273
856773 145.61431037188152 19.825
863146 367.8877630553387 20.753
865712 464.0557939914174 21.697
867576 161.31764705882338 22.562
878201 89.86199024592713 24.276
887838 15.374341695882478 25.142
1085505 117.06242350061191 28.181
1105930 57.33108292045521 30.572
1124297 59.280303030303145 31.625
1145417 55.866391821967774 32.877
1169188 75.54025626314774 34.205
1190104 2.5140906678904873 35.785
1887374 18.565040446163913 37.538
1966986 5.093997701623607 39.016
2238482 58.397483652015616 40.399
2262644 18.443458753951205 41.81
2341100 408.3076923076939 43.257
2344350 112.59592484784322 44.584
2351908 65.89827110999738 45.435
2371863 132.21754570564252 46.75
2402275 527.9329608938549 50.771
2404781 391.06145251396595 52.094
2411583 136.88087256244395 54.754
2432762 1173.3639494833546 57.653
2434504 341.9797257006555 59.697
2441212 320.8475217555804 61.991
2443855 514.2597087378664 62.839
2447151 1085.7874519846337 64.534
2447932 6950.81967213114 65.382
2448054 21235.71428571428 66.23
2448334 46.136289533746535 72.176
2466736 112.70220100768951 73.025
2474278 775.6781469064315 73.875
2477559 150.89969713165763 76.42
2483172 712.1395686939683 77.267
2487299 88.72344785192216 80.206
2501940 144.41001191895165 81.505
2522915 430.0791556728229 84.534
2526326 3.599347936025407 86.001
2880279 5286.0696517412935 87.275
2880681 562.3350923482843 89.4
2883713 58.64383616704807 91.105
2908592 181.62249428225596 92.564
2916025 48.221478413796696 93.914
2933652 140.02642007926008 94.764
2939708 13.082018239641592 95.612
3072715 319.0118152524136 97.352
3075508 64.44748442012457 98.243
3088666 121.41628440367093 99.091
3095642 42.970040403527115 99.938
3134995 109.00473933649278 101.629
3142802 291.295407813569 102.48
3145720 539.4402035623403 103.33
3147292 184.73199783432588 104.178
3184232 440.09336099585136 111.002
3188088 756.925826630928 112.699
3189207 1291.0891089108839 113.546
3190722 12.295081967213179 115.502
3296862 18.66105140865509 116.807
3351950 240.97755044046977 117.835
3355469 12.713327229335126 118.683
3422092 24.30352620300031 119.53
3463156 28.76419468584244 120.528
3499173 47.300458500982636 121.564
3541921 38.96541353383464 123.586
3625046 92.41542935864098 126.825
3651178 41.44762326379255 129.24
3687320 1080.6973147757642 130.738
3694433 308.29392506365826 138.425
3699931 508.6982603479213 140.12
3701598 34.89706536759044 140.968
3744295 1.4546116079993636 142.458
5052548 577.1583956492304 144.361
5054019 9.146637075661644 145.21
5146840 231.86422118806692 146.059
5150493 18.925191930012158 146.906
5195301 107.48730964467111 147.754
5203181 131.12726148136898 148.601
5209648 115.86867305061286 149.449
5216958 20.328906362372663 150.296
5258672 797.5517890772207 151.144
5259734 2153.1302876480436 151.991
5260916 13.564452167089238 154.536
5332279 42.60009956617621 155.504
5360401 14.712823570328414 156.702
5521417 178.1914893616999 159.071
5526681 13.011988011988032 160.009
5606761 185.08608655188556 161.051
5615357 338.92885691447367 162.642
5617859 375.44326241133865 163.49
5620115 28.848927781517638 164.337
5651312 224.961618350945 165.237
5662385 85.01455384924019 167.728
5672348 174.6162563098817 168.575
5682055 32.09184253400447 170.27
5708448 43.459573045513 171.117
5729387 18.244700487691556 172.027
5780854 24.3250688705229 172.966
5817154 40.23179594357139 173.849
5838207 122.6151474272507 174.696
5858963 3473.360655737691 177.241
5859451 1314.728682170519 178.936
5860096 216.6411042944813 179.784
5867920 635.6821589205283 181.479
5869254 6.896353965045013 182.327
6008748 29.402411171182294 183.289
6043337 16.152296635248792 184.306
6123759 22.19232291254476 185.605
6186934 96.09537526004108 187.007
6199432 52.725186460126864 188.208
6216862 76.97917141424698 189.127
6238803 929.7475301866174 190.816
6239714 163.20379633192175 191.663
6255308 67.68866693347744 194.208
6312777 123.48902427231282 198.098
6323118 32.1108510084889 199.375
6365409 39.964500651745915 200.733
6401466 22.332461764389585 202.174
6457304 62.404126561367406 203.421
6516627 92.65518536402189 207.123
6535266 274.6268656716413 208.85
6543976 8.276228621324602 211.242
6807381 45.067527891955685 213.422
6848253 46.47823659230478 215.264
6885862 47.214507433425375 217.012
6904225 9.782190758374336 217.879
6992651 86.94331983805758 218.744
7002531 4.706966639785411 219.603
7184814 4.80632984572126 220.461
7361248 345.5732354141201 221.309
7363699 253.4748169182481 222.156
7370390 160.3574444131717 223.852
7384602 4.241832471627525 226.131
7447075 264.8883374689868 226.396
7450299 719.224283305235 227.25
7451485 941.7960088691707 228.103
7453289 146.9217970049933 229.802
7459299 447.7459016393418 230.685
7463203 801.0432190760187 232.433
7464545 701.3870714472595 233.508
7468366 87.62944409136874 236.188
7495115 290.182868142442 238.532
7503427 21.12693498452034 240.944
7543802 324.63110102156793 241.797
7546445 1.4097535157273913 242.655
8152934 4.711645121964636 243.51
8335036 59.26174496644361 244.368
8349936 371.78980640063315 245.251
8352467 19.914431898376666 246.192
8397811 8884.374999999967 247.095
8398131 615.2067814025199 249.938
8402024 1359.5567867036052 252.333
8403829 6.648621507598018 254.787
8750367 25.872206977655846 257.091
8839652 9.297331795412061 259.401
9140491 36.84313004348552 262.198
9186714 538.4615384615419 263.901
9191186 453.8416876330502 266.309
9196353 3903.3457249071057 268.654
9196622 23.561797228572548 269.704
9239488 148.62256536234077 270.714
9245187 71.52496626180948 271.561
9257043 92.01926384588864 272.409
9268671 67.6090006755697 273.479
9287914 312.7008286825717 274.78
9293827 21.672983816804333 276.629
9465054 53.76292145686405 280.34
9527160 453.5036018336764 283.679
9530214 133.72166645561393 285.064
9538111 665.9398168338364 286.12
9540404 817.6162409954204 287.647
9546512 16.407687283143467 292.641
9713385 9.090806640045225 295.379
9979588 50.522257587304864 297.799
10024202 32.46389005749501 300.053
10052726 182.62586377097952 300.979
10057791 1021.7770034843222 301.904
10058939 143.98071071818023 303.077
10076358 183.14191960624058 305.585
10081234 322.31008866522853 306.478
10097926 13.767272040540188 311.858
10256781 126.15687181860152 314.045
10274069 26.881412277181983 316.226
10308963 705.2631578947279 317.164
10310293 372.256365232666 318.102
10314849 46.41095890410849 319.798
10333099 8.603896103896238 320.645
10431659 35.73688873887093 321.493
10455360 1228.9855072463959 322.34
10456740 102.77542116107298 324.036
10464991 8.362069807652805 324.884
10567358 46.280813420357305 325.74
10585897 209.2063492063466 326.598
10592197 5369.727047146371 327.916
10592600 14.563024784173662 330.08
10651791 49.956133560406116 330.942
10690545 4.606880337710929 332.878
